Brand,SKU,Title_EN,Title_FR,Description_EN,Description_FR
Rumex International,NO_SKU,"VRA-19 Disposable MVR Knife, Multifacet, 19 Ga, Angled, Safety System, 6 Per Box","VRA-19 Jetable Couteau MVR, Multifacet, 19 Ga, Angulé, Safety Système, 6 Par Boîte","For posterior segment penetration/side port incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.vrs-19-mvr_knife_with_safety_lid,vra-20-mvr_knife_with_safety_lid,2-101t-braunstein_fixed_caliper,12-410-23-eckardt_end_gripping_forceps_23ga_tip_only,12-304-23-gripping_forceps_tip_only_23ga,18-304-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour segment postérieur penetration/side port incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.vrs-19-mvr_knife_with_safety_lid,vra-20-mvr_knife_with_safety_lid,2-101t-braunstein_fixed_caliper,12-410-23-eckardt_end_gripping_forceps_23ga_tip_only,12-304-23-gripping_forceps_tip_only_23ga,18-304-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"TR-17 Disposable Trapezoid Knife, Single Bevel, 1.50-1.70 Mm, Angled, Safety System, 6 Per Box","TR-17 Jetable Trapezoid Couteau, Simple Bevel, 1.50-1.70 Mm, Angulé, Safety Système, 6 Par Boîte","For tunnel incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.tr-10-trapezoidal_knife_with_safety_lid,6-20-6-100-phaco_diamond_knife,sp-15-side_port_knife_with_safety_lid,7-063d-disposable_nagahara_phaco_chopper_rhd,5-0331d-disposable_lester_lens_manipulator,18-303-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour tunnel incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.tr-10-trapezoidal_knife_with_safety_lid,6-20-6-100-phaco_diamond_knife,sp-15-side_port_knife_with_safety_lid,7-063d-disposable_nagahara_phaco_chopper_rhd,5-0331d-disposable_lester_lens_manipulator,18-303-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"TR-10 Disposable Trapezoid Knife, Single Bevel, 1.20-1.40 Mm, Angled, Safety System, 6 Per Box","TR-10 Jetable Trapezoid Couteau, Simple Bevel, 1.20-1.40 Mm, Angulé, Safety Système, 6 Par Boîte","For tunnel incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.tr-17-trapezoidal_knife_with_safety_lid,6-20-6-102-phaco_diamond_knife,sp-15-side_port_knife_with_safety_lid,7-063d-disposable_nagahara_phaco_chopper_rhd,5-0331d-disposable_lester_lens_manipulator,18-305-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour tunnel incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.tr-17-trapezoidal_knife_with_safety_lid,6-20-6-102-phaco_diamond_knife,sp-15-side_port_knife_with_safety_lid,7-063d-disposable_nagahara_phaco_chopper_rhd,5-0331d-disposable_lester_lens_manipulator,18-305-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"SP-45 Disposable Side-port Knife, Double Bevel, 1.00 Mm, 45°, Straight, Safety System, 6 Per Box","SP-45 Jetable Side-port Couteau, Double Bevel, 1.00 Mm, 45°, Droit, Safety Système, 6 Par Boîte","For initial stab incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.sp-15-side_port_knife_with_safety_lid,sp-30-side_port_knife_with_safety_lid,cc-27-clear_corneal_knife,5-0331d-disposable_lester_lens_manipulator,7-093d-disposable_drysdale_nucleus_manipulator,18-305-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour initial stab incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.sp-15-side_port_knife_with_safety_lid,sp-30-side_port_knife_with_safety_lid,cc-27-clear_corneal_knife,5-0331d-disposable_lester_lens_manipulator,7-093d-disposable_drysdale_nucleus_manipulator,18-305-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"SP-30 Disposable Side-port Knife, Double Bevel, 1.00 Mm, 30°, Straight, Safety System, 6 Per Box","SP-30 Jetable Side-port Couteau, Double Bevel, 1.00 Mm, 30°, Droit, Safety Système, 6 Par Boîte","For initial stab incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.sp-15-side_port_knife_with_safety_lid,sp-45-side_port_knife_with_safety_lid,cc-27-clear_corneal_knife,4-0551d-disposable_bonn_catalano_corneal_forceps,11-052d-disposable_vannas_capsulotomy_scissors,18-302-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour initial stab incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.sp-15-side_port_knife_with_safety_lid,sp-45-side_port_knife_with_safety_lid,cc-27-clear_corneal_knife,4-0551d-disposable_bonn_catalano_corneal_forceps,11-052d-disposable_vannas_capsulotomy_scissors,18-302-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"SP-15 Disposable Side-port Knife, Double Bevel, 1.00 Mm, 15°, Straight, Safety System, 6 Per Box","SP-15 Jetable Side-port Couteau, Double Bevel, 1.00 Mm, 15°, Droit, Safety Système, 6 Par Boîte","For initial stab incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.sp-30-side_port_knife_with_safety_lid,sp-45-side_port_knife_with_safety_lid,cc-27-clear_corneal_knife,14-022d-disposable_barraquer_speculum_with_solid_blades,4-0331d-disposable_utrata_capsulorhexis_forceps,18-303-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour initial stab incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.sp-30-side_port_knife_with_safety_lid,sp-45-side_port_knife_with_safety_lid,cc-27-clear_corneal_knife,14-022d-disposable_barraquer_speculum_with_solid_blades,4-0331d-disposable_utrata_capsulorhexis_forceps,18-303-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"SL-32 Disposable Slit Knife, Single Bevel, 3.20 Mm, Angled, Safety System, 6 Per Box","SL-32 Jetable Couteau à Fente, Simple Bevel, 3.20 Mm, Angulé, Safety Système, 6 Par Boîte","For scleral tunnel incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.sl-28-slit_knife_with_safety_lid,cc-27-clear_corneal_knife,sp-15-side_port_knife_with_safety_lid,5-0331d-disposable_lester_lens_manipulator,7-093d-disposable_drysdale_nucleus_manipulator,18-304-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour scléral tunnel incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.sl-28-slit_knife_with_safety_lid,cc-27-clear_corneal_knife,sp-15-side_port_knife_with_safety_lid,5-0331d-disposable_lester_lens_manipulator,7-093d-disposable_drysdale_nucleus_manipulator,18-304-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"SL-28 Disposable Slit Knife, Single Bevel, 2.80 Mm, Angled, Safety System, 6 Per Box","SL-28 Jetable Couteau à Fente, Simple Bevel, 2.80 Mm, Angulé, Safety Système, 6 Par Boîte","For scleral tunnel incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.cc-27-clear_corneal_knife,ccd-27-clear_corneal_knife,sp-15-side_port_knife_with_safety_lid,5-0331d-disposable_lester_lens_manipulator,7-093d-disposable_drysdale_nucleus_manipulator,18-302-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour scléral tunnel incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.cc-27-clear_corneal_knife,ccd-27-clear_corneal_knife,sp-15-side_port_knife_with_safety_lid,5-0331d-disposable_lester_lens_manipulator,7-093d-disposable_drysdale_nucleus_manipulator,18-302-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"SL-27 Disposable Slit Knife, Single Bevel, 2.75 Mm, Angled, Safety System, 6 Per Box","SL-27 Jetable Couteau à Fente, Simple Bevel, 2.75 Mm, Angulé, Safety Système, 6 Par Boîte","For scleral tunnel incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.cc-27-clear_corneal_knife,ccd-27-clear_corneal_knife,sp-15-side_port_knife_with_safety_lid,11-012d-disposable_castroviejo_universal_corneal_scissors,5-030d-disposable_kuglen_iris_hook,18-303-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour scléral tunnel incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.cc-27-clear_corneal_knife,ccd-27-clear_corneal_knife,sp-15-side_port_knife_with_safety_lid,11-012d-disposable_castroviejo_universal_corneal_scissors,5-030d-disposable_kuglen_iris_hook,18-303-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"SL-26 Disposable Slit Knife, Single Bevel, 2.65 Mm, Angled, Safety System, 6 Per Box","SL-26 Jetable Couteau à Fente, Simple Bevel, 2.65 Mm, Angulé, Safety Système, 6 Par Boîte","For scleral tunnel incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.cc-26-clear_corneal_knife,ccd-26-clear_corneal_knife,sp-15-side_port_knife_with_safety_lid,11-012d-disposable_castroviejo_universal_corneal_scissors,5-030d-disposable_kuglen_iris_hook,18-305-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour scléral tunnel incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.cc-26-clear_corneal_knife,ccd-26-clear_corneal_knife,sp-15-side_port_knife_with_safety_lid,11-012d-disposable_castroviejo_universal_corneal_scissors,5-030d-disposable_kuglen_iris_hook,18-305-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"SL-24 Disposable Slit Knife, Single Bevel, 2.40 Mm, Angled, Safety System, 6 Per Box","SL-24 Jetable Couteau à Fente, Simple Bevel, 2.40 Mm, Angulé, Safety Système, 6 Par Boîte","For scleral tunnel incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.cc-24-clear_corneal_knife,ccd-24-clear_corneal_knife,sp-15-side_port_knife_with_safety_lid,14-022d-disposable_barraquer_speculum_with_solid_blades,4-0331d-disposable_utrata_capsulorhexis_forceps,18-305-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour scléral tunnel incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.cc-24-clear_corneal_knife,ccd-24-clear_corneal_knife,sp-15-side_port_knife_with_safety_lid,14-022d-disposable_barraquer_speculum_with_solid_blades,4-0331d-disposable_utrata_capsulorhexis_forceps,18-305-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"SL-22 Disposable Slit Knife, Single Bevel, 2.20 Mm, Angled, Safety System, 6 Per Box","SL-22 Jetable Couteau à Fente, Simple Bevel, 2.20 Mm, Angulé, Safety Système, 6 Par Boîte","For scleral tunnel incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.cc-22-clear_corneal_knife,ccd-22-clear_corneal_knife,sp-15-side_port_knife_with_safety_lid,14-022d-disposable_barraquer_speculum_with_solid_blades,4-0331d-disposable_utrata_capsulorhexis_forceps,18-304-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour scléral tunnel incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.cc-22-clear_corneal_knife,ccd-22-clear_corneal_knife,sp-15-side_port_knife_with_safety_lid,14-022d-disposable_barraquer_speculum_with_solid_blades,4-0331d-disposable_utrata_capsulorhexis_forceps,18-304-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"PK-11 Disposable Paracentesis Knife, Double Bevel, 1.10 Mm, Angled, Safety System, 6 Per Box","PK-11 Jetable Paracentesis Couteau, Double Bevel, 1.10 Mm, Angulé, Safety Système, 6 Par Boîte","For paracentesis incisions/side port incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.sp-15-side_port_knife_with_safety_lid,sp-30-side_port_knife_with_safety_lid,6-10-6-0701-universal_straight_side_port_knives,7-077-small_pupil_snapper_hook_phaco_chopper,7-0811-stodulka_enhanced_irrigation_handpiece,18-304-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour paracentesis incisions/side port incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.sp-15-side_port_knife_with_safety_lid,sp-30-side_port_knife_with_safety_lid,6-10-6-0701-universal_straight_side_port_knives,7-077-small_pupil_snapper_hook_phaco_chopper,7-0811-stodulka_enhanced_irrigation_handpiece,18-304-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
