referenceFournisseur,constructeur,categoryId,nom_fr,nom_en,description_fr,description_en,ficheTechnique_fr,ficheTechnique_en,pdfBrochureUrl,imageUrls,status,featured
24-8000 / 24-8000V,keeler,surgery-instruments,4Sight™ 4-in-1 Ultrasons Plateforme,4Sight™ 4-in-1 Ultrasound Platform,Portable ultrasons,Portable ultrasound,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/24-8000-24-8000V-7-jpg.webp,active,false
24-8000A,keeler,ophthalmology-surgical,Un-scan Sonde à Ultrasons – 4sight Plateforme Compatible,A-scan Ultrasound Probe – 4sight Platform Compatible,Haute qualité visuals et précis biometric,High quality visuals and accurate biometric,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/24-8000A-3-jpg.webp,active,false
24-8000B,keeler,ophthalmology-surgical,B-scan Sonde à Ultrasons – 4sight Plateforme Compatible,B-scan Ultrasound Probe – 4sight Platform Compatible,Cutting,Cutting,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/connect_screen-1.png,active,false
24-8000P,keeler,ophthalmology-surgical,Pachymètre Sonde à Ultrasons – 4sight Plateforme Compatible,Pachymeter Ultrasound Probe – 4sight Platform Compatible,,,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/IMG-4Sight-pachymetry-probe-jpg.webp,active,false
24-8000U / 24-8000U-V,keeler,surgery-instruments,UBM Sonde à Ultrasons – 4sight Plateforme Compatible,UBM Ultrasound Probe – 4sight Platform Compatible,Capture crystal clear images avec a wide scope de imagingThis unité contains everything you need to get you up et running on Keeler 4Sight™ – our all-in-one ultrasons solution.Having trust et familiarity in your tools is crucial to performing ultrasons examinations avec confidence. That’s why our ultrasons biomicroscipy (UBM) sonde works on le same modality et uses similar measuring callipers as our B-scan,Capture crystal clear images with a wide scope of imagingThis unit contains everything you need to get you up and running on Keeler 4Sight™ – our all-in-one ultrasound solution.Having trust and familiarity in your tools is crucial to performing ultrasound examinations with confidence. That’s why our ultrasound biomicroscipy (UBM) probe works on the same modality and uses similar measuring callipers as our B-scan,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/24-8000U-24-8000U-V-7-jpg.webp,active,false
2401-P-8037,keeler,surgery-instruments,KAT Doubling: Prisma de Aplanación de Goldmann Reutilizable,KAT Doubling: Prisma of Aplanación of Goldmann Reutilizable,Obtenga una visión clara de las,Obtenga una visión clara of las,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2401-P-8037-10.webp,active,false
2414-P-2001,keeler,surgery-instruments,Pulsair Intellipuff – Non Contact Tonomètre,Pulsair Intellipuff – Non Contact Tonometer,Soft et gentle air puff technologyOur Keeler Pulsair IntelliPuff combines le best de electronic et optical technology to deliver le,Soft and gentle air puff technologyOur Keeler Pulsair IntelliPuff combines the best of electronic and optical technology to deliver the,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2414-P-2001_6-jpg.webp,active,false
2414-P-2010,keeler,surgery-instruments,Z-Kat: Tonómetro de Aplanación Tipo Zeiss,Z-Kat: Tonómetro of Aplanación Tipo Zeiss,"Fiabilidad y facilidad de usoDescubra la mayor seguridad de a tonómetro de aplanación numérique Keeler (D-KAT). a tonómetro Goldmann sin posibilidad de cometer error humano.Como accesorio para la lámpara de hendidura tipo “iluminación de torre”, el Z-KAT se ha diseñado específicamente para su fijación en la unidad tipo Zeiss y está equipado con una pantalla LED y a sistema electrónico interno para garantizar mediciones rápidas y precisas.Beneficios:Diseñado para la lámpara de hendidura de iluminación de torre tipo ZeissDiagnóstico fiable: tonometría en su máxima expresiónPantalla LED: para facilitar su uso en entornos oscurosLigero y portátilLectura de la pantalla a 1 punto decimalBajo uso de la bateríaMenos piezas mó","Fiabilidad y facilidad of usoDescubra la mayor seguridad of a tonómetro of aplanación digital Keeler (D-KAT). a tonómetro Goldmann sin posibilidad of cometer error humano.Como accesorio para la lámpara of hendidura tipo “iluminación of torre”, el Z-KAT se ha diseñado específicamente para su fijación en la unidad tipo Zeiss y está equipado con una pantalla LED y a sistema electrónico interno para garantizar mediciones rápidas y precisas.Beneficios:Diseñado para la lámpara of hendidura of iluminación of torre tipo ZeissDiagnóstico fiable: tonometría en su máxima expresiónPantalla LED: para facilitar su uso en entornos oscurosLigero y portátilLectura of la pantalla a 1 punto decimalBajo uso of la bateríaMenos piezas mó",,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2414-P-2010.webp,active,false
2414-P-2030,keeler,surgery-instruments,KAT T: Tonómetro de Aplanación Desmontable,KAT T: Tonómetro of Aplanación Desmontable,100 años de ingeniería de precisión: tonometría en su máxima expresiónDescubra la fiabilidad de a tonómetro de aplanación Keeler (KAT). a tonómetro Goldmann diseñado y montado a mano en el Reino Unido por nuestro equipo de expertos en instrumentos oftalmológicos.Como accesorio para las lámparas de hendidura tipo,100 años of ingeniería of precisión: tonometría en su máxima expresiónDescubra la fiabilidad of a tonómetro of aplanación Keeler (KAT). a tonómetro Goldmann diseñado y montado a mano en el Reino Unido por nuestro equipo of expertos en instrumentos oftalmológicos.Como accesorio para las lámparas of hendidura tipo,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2414-P-2030-7-jpg.webp,active,false
2414-P-2032,keeler,surgery-instruments,D-Kat T: Tonómetro de Aplanación Desmontable,D-Kat T: Tonómetro of Aplanación Desmontable,Fiabilidad y facilidad de usoDescubra la mayor seguridad de a tonómetro de aplanación numérique Keeler (D-KAT). a tonómetro Goldmann sin posibilidad de cometer error humano.Adecuado para fijar a una lámpara de hendidura tipo torre y equipado con una pantalla LED y electrónica interna para garantizar mediciones rápidas y,Fiabilidad y facilidad of usoDescubra la mayor seguridad of a tonómetro of aplanación Digital Keeler (D-KAT). a tonómetro Goldmann sin posibilidad of cometer error humano.Adecuado para fijar a una lámpara of hendidura tipo torre y equipado con una pantalla LED y electrónica interna para garantizar mediciones rápidas y,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2414-P-2032-11.webp,active,false
2414-P-2040,keeler,surgery-instruments,KAT R: Tonómetro de Aplanación Fijo,KAT R: Tonómetro of Aplanación Fijo,100 años de ingeniería de precisión: tonometría en su máxima expresiónDescubra la fiabilidad de a tonómetro de aplanación Keeler (KAT). a tonómetro Goldmann diseñado y montado a mano en el Reino Unido por nuestro equipo de expertos en instrumentos oftalmológicos.Como accesorio para las lámparas de hendidura tipo,100 años of ingeniería of precisión: tonometría en su máxima expresiónDescubra la fiabilidad of a tonómetro of aplanación Keeler (KAT). a tonómetro Goldmann diseñado y montado a mano en el Reino Unido por nuestro equipo of expertos en instrumentos oftalmológicos.Como accesorio para las lámparas of hendidura tipo,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2414-P-2040-jpg.webp,active,false
2414-P-2042,keeler,surgery-instruments,D-Kat R: Tonómetro de Aplanación Fijo,D-Kat R: Tonómetro of Aplanación Fijo,Fiabilidad y facilidad de usoDescubra la mayor seguridad de a tonómetro de aplanación numérique Keeler (D-KAT). a tonómetro Goldmann sin posibilidad de cometer error humano.Adecuado para fijarlo a su lámpara de hendidura tipo,Fiabilidad y facilidad of usoDescubra la mayor seguridad of a tonómetro of aplanación Digital Keeler (D-KAT). a tonómetro Goldmann sin posibilidad of cometer error humano.Adecuado para fijarlo a su lámpara of hendidura tipo,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/d-kat_r-type_cut_out_2-2.webp,active,false
2414-P-2100,keeler,surgery-instruments,KAT T: Tonómetro de Aplanación Desmontable (copy),KAT T: Tonómetro of Aplanación Desmontable (copy),100 años de ingeniería de precisión: tonometría en su máxima expresiónDescubra la fiabilidad de a tonómetro de aplanación Keeler (KAT). a tonómetro Goldmann diseñado y montado a mano en el Reino Unido por nuestro equipo de expertos en instrumentos oftalmológicos.Como accesorio para las lámparas de hendidura tipo,100 años of ingeniería of precisión: tonometría en su máxima expresiónDescubra la fiabilidad of a tonómetro of aplanación Keeler (KAT). a tonómetro Goldmann diseñado y montado a mano en el Reino Unido por nuestro equipo of expertos en instrumentos oftalmológicos.Como accesorio para las lámparas of hendidura tipo,,,,https://www.keelerglobal.com/wp-content/uploads/2025/08/Keeler-ZKAT-0203-LR.png,active,false
2414-P-5005,keeler,surgery-instruments,D-Kat Tonomètre Calibration Arm Assembly,D-Kat Tonometer Calibration Arm Assembly,Genuine Keeler accessoire pour your applanation tonometerHigh quality remplacement calibration arm assembly partie pour your Keeler D-KAT T (takeaway) numérique applanation tonomètre.,Genuine Keeler accessory for your applanation tonometerHigh quality replacement calibration arm assembly part for your Keeler D-KAT T (takeaway) digital applanation tonometer.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2414-P-5005-7-jpg.webp,active,false
2414-P-5032,keeler,surgery-instruments,Placa Guía de Tonómetro KAT T (desmontable),Placa Guía of Tonómetro KAT T (desmontable),Accesorio original Keeler para su tonómetro de aplanaciónPieza de recambio de alta calidad de la placa guía para el orificio de la barra de prueba de su tonómetro de aplanación numérique Keeler KAT-T (desmontable). Ayudando a nuestros clientes a poner fin a la pérdida de visión evitable. KeelerClewer Hill,Accesorio original Keeler para su tonómetro of aplanaciónPieza of recambio of alta calidad of la placa guía para el orificio of la barra of prueba of su tonómetro of aplanación digital Keeler KAT-T (desmontable). Ayudando a nuestros clientes a poner fin a la pérdida of visión evitable. KeelerClewer Hill,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2414-P-5032-7-jpg.webp,active,false
2414-P-5042,keeler,surgery-instruments,"Poste de Tonómetro Kat-R (fijo), Para Sistemas de Torre Con Cuerpo Óptico","Poste of Tonómetro Kat-R (fijo), Para Sistemas of Torre Con Cuerpo Óptico",Accesorio original Keeler para su tonómetro de aplanaciónPoste de tonómetro de recambio de alta calidad para sistemas de torre de cuerpo ó,Accesorio original Keeler para su tonómetro of aplanaciónPoste of tonómetro of recambio of alta calidad para sistemas of torre of cuerpo ó,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2414-P-5042-7-jpg.webp,active,false
2414-P-7045,keeler,surgery-instruments,Tonoclear – Usage Unique Applanation Prisms (boîte de 100),Tonoclear – Single-use Applanation Prisms (box of 100),Get a supérieur view de le,Get a superior view of the,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2414-P-7045-7-jpg.webp,active,false
2417-P-2000,keeler,surgery-instruments,Pulsair Desktop – Non Contact Tonomètre,Pulsair Desktop – Non Contact Tonometer,Exceptional patient visualisationThe Keeler Pulsair Desktop offers,Exceptional patient visualisationThe Keeler Pulsair Desktop offers,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2417-P-2000-14-jpg.webp,active,false
2418-P-2000,keeler,surgery-instruments,Tonocare Sans Fil – Non Contact Tonomètre,Tonocare Wireless – Non Contact Tonometer,Exceptional versatilityThe Keeler TonoCare 2.0 has been designed et built avec le comfort de both patient et clinician in mind. lé,Exceptional versatilityThe Keeler TonoCare 2.0 has been designed and built with the comfort of both patient and clinician in mind.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/tonocare-wireless-non-contact-tonometer1-jpg.webp,active,false
2508-P-7005,keeler,surgery-instruments,Carro Criogénico,Carro Criogénico,Soporte resistente para sus sistemas criogénicosKeeler cuenta con más de 40 años de experiencia en equipos criogénicos oftá,Soporte resistente para sus sistemas criogénicosKeeler cuenta con más of 40 años of experiencia en equipos criogénicos oftá,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/cryo-trolley-right-2-Edited-scaled.png,active,false
2509-P-1010,keeler,surgery-instruments,Cryomatic MK II Cryo Console,Cryomatic MK II Cryo Console,Our most versatile et reliable cryo systemKeeler has over 40 years experience in offering ophthalmic cryo chirurgical units. Building on le exceptional reliability de its,Our most versatile and reliable cryo systemKeeler has over 40 years experience in offering ophthalmic cryo surgical units. Building on the exceptional reliability of its,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/CYRO-0405-scaled.jpg,active,false
2509-P-8020,keeler,ophthalmology-surgical,Cryo II Standard Rétinien Pencil,Cryo II Standard Retinal Pencil,Keeler’s flagship réutilisable probeThe standard rétinien pencil includes a sonde embout that has been designed to gain optimal results during rétinien cryopexy. le sonde can treat pathologies such as rétinien,Keeler’s flagship reusable probeThe Standard retinal pencil includes a probe tip that has been designed to gain optimal results during retinal cryopexy. The probe can treat pathologies such as retinal,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2509-P-8020-6-scaled.webp,active,false
2509-P-8021,keeler,ophthalmology-surgical,Cryo II Extended Rétinien Pencil,Cryo II Extended Retinal Pencil,Keeler’s flagship réutilisable sonde avec extensionThe extended rétinien pencil builds upon Keeler’s flagship réutilisable rétinien sonde et provides easier access to postérieur pole areas. le sonde embout has been designed to gain optimal results during rétinien cryopexy. le sonde has been designed to treat pathologies such as rétinien,Keeler’s flagship reusable probe with extensionThe extended retinal pencil builds upon Keeler’s flagship reusable retinal probe and provides easier access to posterior pole areas. The probe tip has been designed to gain optimal results during retinal cryopexy. The probe has been designed to treat pathologies such as retinal,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2509-P-8021-6-scaled.webp,active,false
2509-P-8022,keeler,ophthalmology-surgical,Cryo II Mid-reach Rétinien Pencil,Cryo II Mid-reach Retinal Pencil,Keeler’s flagship réutilisable sonde avec mid-reach capabilitiesThe mid-reach rétinien pencil has a shorter shaft than le standard rétinien sonde et a right-angulé flat application embout to optimise contact pour rétinien,Keeler’s flagship reusable probe with mid-reach capabilitiesThe mid-reach retinal pencil has a shorter shaft than the standard retinal probe and a right-angled flat application tip to optimise contact for retinal,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2509-P-8022-6-scaled.webp,active,false
2509-P-8023,keeler,surgery-instruments,Lápiz Intravítreo Cryo II,Lápiz Intravítreo Cryo II,Sonda reutilizable insignia de Keeler con capacidad IntravítreaEl lápiz quirúrgico intravítreo Keeler Cryomatic MKII ha sido diseñado para permitir procedimientos de manipulación dentro de la cavidad vítrea o extracción de fragmentos dentro de la cavidad vítrea.Características:Congelación y descongelación rápidaLas ranuras dentadas del mango de la sonda reutilizable facilitan a mejor agarre y rotación de la sonda.Ultrafiable.La ranura de posicionamiento del mango permite al usuario ubicar la punta de la sonda mientras observa la patología.Alta,Sonda reutilizable insignia of Keeler con capacidad IntravítreaEl lápiz quirúrgico intravítreo Keeler Cryomatic MKII ha sido diseñado para permitir procedimientos of manipulación dentro of la cavidad vítrea o extracción of fragmentos dentro of la cavidad vítrea.Características:Congelación y descongelación rápidaLas ranuras dentadas del mango of la sonda reutilizable facilitan a mejor agarre y rotación of la sonda.Ultrafiable.La ranura of posicionamiento del mango permite al usuario ubicar la punta of la sonda mientras observa la patología.Alta,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2509-P-8023-6-scaled.webp,active,false
2509-P-8024,keeler,ophthalmology-surgical,Cryo II Courbe Cataracte Pencil,Cryo II Curved Cataract Pencil,"Keeler’s flagship réutilisable sonde avec courbe cataracte capabilitiesThe Keeler Cryomatic MKII courbe cataracte pencil has been designed to aid cataracte extraction.Features:Fast freezing et defrostingSerrated grooves on le réutilisable sonde manche facilitate a better grip et rotation de le sonde.Ultra reliable.Positioning groove on le manche helps le user to orientate le embout de le sonde while continuing to view le pathology.haute qualité, performance et précision.Works avec le Cryomatic MKII to instantly couple le sonde.réutilisable.",Keeler’s flagship reusable probe with curved cataract capabilitiesThe Keeler Cryomatic MKII curved cataract pencil has been designed to aid cataract extraction.Features:Fast freezing and defrostingSerrated grooves on the reusable probe handle facilitate a better grip and rotation of the probe.Ultra reliable.Positioning groove on the handle helps the user to orientate the tip of the probe while continuing to view the pathology.High,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2509-P-8024-6-scaled.webp,active,false
2509-P-8025,keeler,ophthalmology-diagnostic,Cryo II Glaucome Pencil,Cryo II Glaucoma Pencil,"Keeler’s flagship réutilisable sonde pour glaucome surgeriesThe Keeler Cryomatic MKII glaucome pencil has been designed to conduct cyclo-destructive procedures in refractory glaucome.Features:Fast freezing et defrostingSerrated grooves on le réutilisable sonde manche facilitate a better grip et rotation de le sonde.Ultra reliable.Positioning groove on le manche helps le user to orientate le embout de le sonde while continuing to view le pathology.haute qualité, performance et précision.Works avec le Cryomatic MKII to instantly couple le sonde.réutilisable.",Keeler’s flagship reusable probe for glaucoma surgeriesThe Keeler Cryomatic MKII Glaucoma pencil has been designed to conduct cyclo-destructive procedures in refractory glaucoma.Features:Fast freezing and defrostingSerrated grooves on the reusable probe handle facilitate a better grip and rotation of the probe.Ultra reliable.Positioning groove on the handle helps the user to orientate the tip of the probe while continuing to view the pathology.High,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2509-P-8025-6-scaled.webp,active,false
2509-P-8026,keeler,surgery-instruments,Cryo II Collins Trichiasis Pencil,Cryo II Collins Trichiasis Pencil,"Keeler’s flagship réutilisable sonde pour lash surgeriesThe Keeler Cryomatic MKII trichiasis pencil has been designed pour cryo destruction de lash follicles.Features:Fast freezing et defrostingSerrated grooves on le réutilisable sonde manche facilitate a better grip et rotation de le sonde.Ultra reliable.Positioning groove on le manche helps le user to orientate le embout de le sonde while continuing to view le pathology.haute qualité, performance et précision.Works avec le Cryomatic MKII to instantly couple le sonde.réutilisable.",Keeler’s flagship reusable probe for lash surgeriesThe Keeler Cryomatic MKII trichiasis pencil has been designed for cryo destruction of lash follicles.Features:Fast freezing and defrostingSerrated grooves on the reusable probe handle facilitate a better grip and rotation of the probe.Ultra reliable.Positioning groove on the handle helps the user to orientate the tip of the probe while continuing to view the pathology.High,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2509-P-8026-6-scaled.webp,active,false
2509-P-8033,keeler,surgery-instruments,Adaptador de Sonda de un Solo Uso Erbe Erbokryo,Adaptador of Sonda of un Solo Uso Erbe Erbokryo,Agregue versatilidad a su criocirugíaMuchos médicos utilizan sondas de a solo uso debido a sus beneficios de,Agregue versatilidad a su criocirugíaMuchos médicos utilizan sondas of a solo uso debido a sus beneficios of,,,,https://www.keelerglobal.com/wp-content/uploads/2024/05/Erbe-cut-out-PNG-cryo-adapter-e1743084795422.png | https://www.keelerglobal.com/wp-content/uploads/2024/02/img-disposable_cryo_probe_in_hand-0320-scaled.webp,active,false
2509-P-8036,keeler,surgery-instruments,Dorc Cryostar Usage Unique Sonde Adaptor,Dorc Cryostar Single-use Probe Adaptor,Add versatility to your cryosurgeryMany clinicians use usage unique probes due to their sterility,Add versatility to your cryosurgeryMany clinicians use single-use probes due to their sterility,,,,https://www.keelerglobal.com/wp-content/uploads/2025/06/DORC-adapter-edit_LR-no-background.png,active,false
2509-P-8037,keeler,surgery-instruments,Erbe Erbokryo Usage Unique Sonde Adaptor,Erbe Erbokryo Single-use Probe Adaptor,Add versatility to your cryosurgeryMany clinicians use usage unique probes due to their sterility,Add versatility to your cryosurgeryMany clinicians use single-use probes due to their sterility,,,,https://www.keelerglobal.com/wp-content/uploads/2024/05/erbeadaptor-e1750070239349.png,active,false
2903-P-7001 / 2903-P-7000,keeler,surgery-instruments,Finoff Transilluminator Tête Only,Finoff Transilluminator Head Only,Illuminate le fundus pour enhanced pathologyThis,Illuminate the fundus for enhanced pathologyThis,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/2903-P-7001-2903-P-7000-6-jpg.webp,active,false
3000-0330,keeler,surgery-instruments,Accupen Mallette de Transport,Accupen Carry Case,Transport your Accupen in styleProtect your tonomètre equipment avec a robust mallette de transport.Features:LightweightPlenty de space pour your accessoires.Robust et secure.Lockable catches.Cushioned pre-cut foam insert pour maximum protection.,Transport your Accupen in styleProtect your tonometer equipment with a robust carrying case.Features:LightweightPlenty of space for your accessories.Robust and secure.Lockable catches.Cushioned pre-cut foam insert for maximum protection.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/3000-0330-6-jpg.webp,active,false
3010-P-2000,keeler,surgery-instruments,Keeler PSL Classic – Lámpara de Hendidura Portátil de Mano,Keeler PSL Classic – Lámpara of Hendidura Portátil of Mano,Excelencia en ó,Excelencia en ó,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/3010-P-2000-6-jpg.webp,active,false
3010-P-2001,keeler,surgery-instruments,Lámpara de Hendidura Portátil Keeler PSL One,Lámpara of Hendidura Portátil Keeler PSL One,La One combina portabilidad con una óptica excepcionalLa PSL One viene con 10 aumentos para una agudeza extraordinaria. Diseñada y fabricada con la resistencia necesaria para soportar los traumas diarios del exigente entorno oftalmoló,La One combina portabilidad con una óptica excepcionalLa PSL One viene con 10 aumentos para una agudeza extraordinaria. Diseñada y fabricada con la resistencia necesaria para soportar los traumas diarios del exigente entorno oftalmoló,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/3010-P-2001-6-jpg.webp,active,false
3010-P-7000,keeler,ophthalmology-surgical,Aluminium Mallette de Transport pour PSL,Aluminium Carry Case for PSL,Transport your PSL in styleProtect your portable lampe à fente equipment avec a alumium mallette de transport – perfect when your lampe à fente is not in use ou when you are travelling.Features:LightweightPlenty de space pour your accessoires.Rugged Aluminium.Lockable catches.Cushioned pre-cut foam insert pour maximum protection.,Transport your PSL in styleProtect your portable slit lamp equipment with an alumium carrying case – perfect when your slit lamp is not in use or when you are travelling.Features:LightweightPlenty of space for your accessories.Rugged Aluminium.Lockable catches.Cushioned pre-cut foam insert for maximum protection.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/3010-P-7000-6-jpg.webp,active,false
3020-P-2007 / 3020-P-2013,keeler,ophthalmology-surgical,Ksl-H5 Traditional Lampe à Fente,Ksl-H5 Traditional Slit Lamp,Tower illumination 5-step drum table/unité module avec exceptional opticsA desktop lampe à fente needs to be reliable et robust. That’s why we’ve created our H-style lampe à fente,Tower illumination 5-step drum table/unit module with exceptional opticsA desktop slit lamp needs to be reliable and robust. That’s why we’ve created our H-style slit lamp,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/3020-P-2007-3020-P-2013-6-jpg.webp,active,false
3020-P-2015 / 3020-P-2010,keeler,surgery-instruments,Lampara de Hendidura Numérique Ksl-H5,Lampara of Hendidura Digital Ksl-H5,Módulo numérique de mesa o de unidad con tambor de 5 pasos y con una óptica excepcionalUna lámpara de hendidura de escritorio debe ser fiable y resistente. Es por eso que hemos creado nuestra gama de lámparas de hendidura estilo,Módulo digital of mesa o of unidad con tambor of 5 pasos y con una óptica excepcionalUna lámpara of hendidura of escritorio debe ser fiable y resistente. Es por eso que hemos creado nuestra gama of lámparas of hendidura estilo,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/KSL-h5-digital-jpg.webp,active,false
3020-P-2020 / 3020-P-2021,keeler,ophthalmology-surgical,Ksl-H5 Numérique Ready Lampe à Fente,Ksl-H5 Digital Ready Slit Lamp,Numérique ready 5-step drum table/unité module avec exceptional opticsA desktop lampe à fente needs to be reliable et robust. That’s why we’ve created our H-style lampe à fente,Digital ready 5-step drum table/unit module with exceptional opticsA desktop slit lamp needs to be reliable and robust. That’s why we’ve created our H-style slit lamp,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/KSL-h5-digital-jpg.webp,active,false
