referenceFournisseur,constructeur,categoryId,nom_fr,nom_en,description_fr,description_en,ficheTechnique_fr,ficheTechnique_en,pdfBrochureUrl,imageUrls,status,featured
M35220,moria,ophthalmology-surgical,Sinskey Crochet(0.6-mm Embout Longueur),Sinskey Hook(0.6-mm Tip Length),,,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/0bfba1832e941b3be5a015109c2ebfcc229555e9.jpg,active,false
M35522,moria,ophthalmology-surgical,Kuglen Crochet(olive Embout),Kuglen Hook(olive Tip),,,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/9c272cda72cc364e864e3e05bd4413f7dfb09245.jpg,active,false
M5030,moria,surgery-instruments,"Kelman-mac Pherson Pince(11-mm Platforms, Angulé Mors)","Kelman-mac Pherson Forceps(11-mm Platforms, Angled Jaws)",Kelman-Mac Phersonholding pince avec a flat dentelé,Kelman-Mac Phersonholding forceps with a flat serrated,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/b78f45f3b8104d6e90b458fdb2b52358c7ad7a7b.jpg,active,false
MC19,moria,surgery-instruments,Pascheff Wolff Ciseaux(6-mm Lames),Pascheff Wolff Scissors(6-mm Blades),10.2-cm total longueur avec,10.2-cm total length with,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/3aea3426bf177d1cfa3c97f64eb7cfe20f36deef.jpg,active,false
MC19B,moria,surgery-instruments,Wolff Ciseaux(4-mm Lames),Wolff Scissors(4-mm Blades),10.2-cm total longueur avec très,10.2-cm total length with very,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/465247f852780c8ad6ff602da83dcaa8da77f2c0.jpg,active,false
MC26,moria,surgery-instruments,"Dowell Ciseaux(droit, Pointed Lames)","Dowell Scissors(straight, Pointed Blades)",12.7-cm total longueur,12.7-cm total length,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/393262f5238a428f013caf5088b1aed404e119c8.jpg,active,false
MC26B,moria,surgery-instruments,"Dowell Ciseaux(droit, Pointed Lames)","Dowell Scissors(straight, Pointed Blades)",12.7-cm total longueur,12.7-cm total length,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/393262f5238a428f013caf5088b1aed404e119c8.jpg,active,false
MC31,moria,surgery-instruments,"Pince à Iris(courbe, Dentelé Mors)","Iris Forceps(curved, Serrated Jaws)",,,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/f129dcb4bc3cd5a3f464e111f76a1f2aef50da1d.jpg,active,false
MC32,moria,surgery-instruments,"Pince à Iris(droit, Dentelé Mors)","Iris Forceps(straight, Serrated Jaws)",Pince à iris avec 0.,Iris forceps with 0.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/7987fe3321d69898763ac4d14a062e50fcf409b3.jpg,active,false
MC40,moria,surgery-instruments,Dumont Pince(droit),Dumont Forceps(straight),10.9-cm droit Dumont pince avec embouts closing flat on 4 mm.Can be used during deep sclerectomy.,10.9-cm straight Dumont forceps with tips closing flat on 4 mm.Can be used during deep sclerectomy.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/95ffd4e95605d57fdf2066f869df11c5aed2122f.jpg,active,false
MC40B,moria,surgery-instruments,Dumont Pince(courbe),Dumont Forceps(curved),10.7-cm courbe Dumont pince avec embouts closing flat on 4 mm.Can be used during deep sclerectomy.,10.7-cm curved Dumont forceps with tips closing flat on 4 mm.Can be used during deep sclerectomy.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/e622a759841afcfc7548f7b5ff387160be14c2da.jpg,active,false
MC43,moria,surgery-instruments,de Wecker "mosquito" Pince(droit),de Wecker "mosquito" Forceps(straight),Droit et 5.4-cm longueur avec a 2.8-mm partie active.Hemostatic pince avec flat manche that can be used to weight down sutures.,Straight and 5.4-cm length with a 2.8-mm active part.Hemostatic forceps with flat handle that can be used to weight down sutures.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/a23554d84427d41de105beaaa7fbaa88e1b21bb9.jpg,active,false
MC44,moria,surgery-instruments,"de Wecker ""mosquito"" Pince(courbe)","de Wecker ""mosquito"" Forceps(curved)",Courbe et 5.4-cm longueur avec a 2.8-mm partie active.Hemostatic pince avec flat manche that can be used to weight down sutures.,Curved and 5.4-cm length with a 2.8-mm active part.Hemostatic forceps with flat handle that can be used to weight down sutures.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/c480af99fbbdd8670cd25388e9305c63fa2c8612.jpg,active,false
MC50,moria,ophthalmology-surgical,Vannas Ciseaux(courbe Pointed Lames),Vannas Scissors(curved Pointed Blades),10.0-cm total longueur avec 7.5-mmcurvedpointed lames . Can be used to cut tissues,10.0-cm total length with 7.5-mmcurvedpointed blades . Can be used to cut tissues,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/e52caafa10d95e34b41b3298e694626d58c9a730.jpg,active,false
MC52,moria,ophthalmology-surgical,Vannas Ciseaux(droit Pointed Lames),Vannas Scissors(straight Pointed Blades),10.0-cm total longueur avec 7.5-mmstraightpointed lames . Can be used to cut tissues,10.0-cm total length with 7.5-mmstraightpointed blades . Can be used to cut tissues,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/9235400d5e06451a2be44cee1bde966c5177a1c7.jpg,active,false
TI7835,moria,surgery-instruments,Bonn Pince-titane(0.12-mm Teeth avec Platforms),Bonn Forceps-titanium(0.12-mm Teeth with Platforms),ReusableBonnholding pince intitaniumwithplatformsand0.12-mmfacing micro teeth. Can be used to hold le cornée.,ReusableBonnholding forceps intitaniumwithplatformsand0.12-mmfacing micro teeth. Can be used to hold the cornea.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/f73b4f4827e01d131aea404ed2e13966466bf248.jpg,active,false
TI9960,moria,surgery-instruments,"Troutman-o'brien Porte-aiguille(sans Verrouillage, 0.8-mm Mors Courbes, Titane)","Troutman-o'brien Needle-holder(non-locking, 0.8-mm Curved Jaws, Titanium)",Wire diamètre:10/0- mors type:curvedand lisse mors -Non-lockinghandle.,Wire diameter:10/0- Jaws type:curvedand smooth jaws -Non-lockinghandle.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/cf9af34468301d2bd9e9399b5d5d645ee7bedd91.jpg,active,false
182413010A,nidek,ophthalmology-surgical,Système de Chirurgie Ophtalmiques Avec Accessoires,Système of Chirurgie Ophtalmiques With Accessoires,Système Components & accessoires.,System Components & Accessories.,,,,https://www.nidek.fr/wp-content/uploads/2021/03/Une-5-scaled.jpg | https://www.nidek.fr/wp-content/uploads/2023/04/Catalogue-unite-de-consultation-2022-2023.pdf,active,false
182413020A,nidek,ophthalmology-surgical,Système de Chirurgie Ophtalmiques Avec Accessoires,Système of Chirurgie Ophtalmiques With Accessoires,Système Components & accessoires.,System Components & Accessories.,,,,https://www.nidek.fr/wp-content/uploads/2021/03/Une-5-scaled.jpg | https://www.nidek.fr/wp-content/uploads/2023/04/Catalogue-unite-de-consultation-2022-2023.pdf,active,false
18241M012L,nidek,ophthalmology-surgical,Système de Chirurgie Ophtalmiques Avec Accessoires,Système of Chirurgie Ophtalmiques With Accessoires,Système Components & accessoires.,System Components & Accessories.,,,,https://www.nidek.fr/wp-content/uploads/2021/03/Une-5-scaled.jpg | https://www.nidek.fr/wp-content/uploads/2023/04/Catalogue-unite-de-consultation-2022-2023.pdf,active,false
18241M021L,nidek,ophthalmology-surgical,Système de Chirurgie Ophtalmiques Avec Accessoires,Système of Chirurgie Ophtalmiques With Accessoires,Système Components & accessoires.,System Components & Accessories.,,,,https://www.nidek.fr/wp-content/uploads/2021/03/Une-5-scaled.jpg | https://www.nidek.fr/wp-content/uploads/2023/04/Catalogue-unite-de-consultation-2022-2023.pdf,active,false
AFC-330,nidek,ophthalmology-surgical,Retinographe NON Mydriatique,Retinographe NON Mydriatique,OCT & Fundus Imaging Systems.,OCT & Fundus Imaging Systems.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/05/620b38e41c23a.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/05/AFC-330.pdf,active,false
AL-SCAN,nidek,ophthalmology-diagnostic,Optical Biometer Al-Scan,Optical Biometer Al-Scan,Biometry & Measurement.,Biometry & Measurement.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/05/64c04f6bd344b.gif | https://www.nidek-intl.com/wp-content/uploads/2024/05/AL-Scan.pdf,active,false
AR-1,nidek,ophthalmology-diagnostic,Auto-refracto/keratometre,Auto-refracto/keratometre,Autorefractors & Keratometers.,Autorefractors & Keratometers.,,,,https://www.nidek.fr/wp-content/uploads/2021/03/Une-2-scaled.jpg | https://www.nidek.fr/wp-content/uploads/2022/02/brochure_AR1_ARK1.pdf,active,false
ARK-1,nidek,ophthalmology-diagnostic,Auto-refracto/keratometre,Auto-refracto/keratometre,Autorefractors & Keratometers.,Autorefractors & Keratometers.,,,,https://www.nidek.fr/wp-content/uploads/2021/03/Une-2-scaled.jpg | https://www.nidek.fr/wp-content/uploads/2022/02/brochure_AR1_ARK1.pdf,active,false
ARK-1a,nidek,ophthalmology-diagnostic,Auto-refracto/keratometre,Auto-refracto/keratometre,Autorefractors & Keratometers.,Autorefractors & Keratometers.,,,,https://www.nidek.fr/wp-content/uploads/2021/03/Une-scaled.jpg | https://www.nidek.fr/wp-content/uploads/2021/08/brochure_AR1_ARK1.pdf,active,false
ARK-1s,nidek,ophthalmology-diagnostic,Auto-refracto/keratometre,Auto-refracto/keratometre,Autorefractors & Keratometers.,Autorefractors & Keratometers.,,,,https://www.nidek.fr/wp-content/uploads/2021/03/Une-1-scaled.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/05/ARK_1_AR_1E_8P_9_A3.pdf,active,false
CEM-530,nidek,surgery-instruments,Microscope Speculaire,Microscope Speculaire,Medical Devices.,Medical Devices.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/05/607cefb99c923.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/05/CEM-530.pdf,active,false
CP-9,nidek,surgery-instruments,Chart Projector Cp-9,Chart Projector Cp-9,Chart Projectors & Visual Testing.,Chart Projectors & Visual Testing.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/04/5e94e9dc86ff5.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/04/CP-9.pdf | https://www.nidek.fr/wp-content/uploads/2021/03/CP-9_left.jpg | https://www.nidek.fr/wp-content/uploads/2021/08/brochure_CP9-1.pdf,active,false
FE 3001,nidek,surgery-instruments,Unite de Consultation Avec Fauteuil D'examen,Unite of Consultation With Fauteuil D'examen,Medical Devices.,Medical Devices.,,,,https://www.nidek.fr/wp-content/uploads/2021/07/Sieges-FE2010-Gris-11-scaled-1.jpg | https://www.nidek.fr/wp-content/uploads/2023/04/Catalogue-unite-de-consultation-2022-2023.pdf,active,false
FE-2010,nidek,surgery-instruments,Fauteuil D'examen Electrique,Fauteuil D'examen Electrique,Medical Devices.,Medical Devices.,,,,https://www.nidek.fr/wp-content/uploads/2021/07/Sieges-FE2010-Gris-11-scaled-1.jpg | https://www.nidek.fr/wp-content/uploads/2023/04/Catalogue-unite-de-consultation-2022-2023.pdf,active,false
GS-1,nidek,surgery-instruments,Gonioscopie Automatisee,Gonioscopie Automatisee,Diagnostic Equipment.,Diagnostic Equipment.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/05/649a32e4a56ca.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/05/GS-1.pdf,active,false
GYC-500,nidek,surgery-instruments,Laser Vert Photocoagulation,Laser Vert Photocoagulation,Laser traitement Systems.,Laser Treatment Systems.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/05/649a3136d882e.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/05/GYC_500Vixi_GYC_500E_8P_6.pdf,active,false
